"","Country","Date","X50","Y5","Y7","Y2","X5 (Estimate)","X5 (Alternative)","PerCapHouse","1","2","3","4","5","6","7"
"582","Ireland","01/01/2016",4.755,2003.645,14.932,NA,2003.645,2003.645,421.376445846477,0.153432741,0.006102522,0.032628153,0.846567259,0.639344262,0.032786885,0.0064
"583","Ireland","01/01/2017",4.807,2006.986,14.346,NA,2006.986,2006.986,417.513209902226,0.156525097,0.006102522,0.032628153,0.843474903,0.639344262,0.032786885,0.0064
"584","Ireland","01/01/2018",4.867,2014.796,17.908,NA,2014.796,2014.796,413.97082391617,0.176991804,0.006102522,0.032628153,0.823008196,0.639344262,0.032786885,0.0064
"585","Ireland","01/01/2019",4.934,2026.142,21.075,NA,2026.142,2026.142,410.648966355898,0.216372186,0.006102522,0.032628153,0.783627814,0.639344262,0.032786885,0.0064
"586","Ireland","01/01/2020",4.995,2040.618,20.535,NA,2040.618,2040.618,408.532132132132,0.205913411,0.006102522,0.032628153,0.794086589,0.639344262,0.032786885,0.0064
"587","Italy","01/01/1948",46,NA,37,NA,10548.32311,10548.32311,229.311371956522,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"588","Italy","01/01/1949",46.31,NA,46.1,NA,10593.12379,10593.12379,228.74376570935,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"589","Italy","01/01/1950",46.6,NA,74.1,NA,10665.13529,10665.13529,228.86556416309,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"590","Italy","01/01/1951",47,10756,93.5,NA,10756,10756,228.851063829787,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"591","Italy","01/01/1952",47.32,NA,117.2,NA,10870.53096,10870.53096,229.723815722739,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"592","Italy","01/01/1953",47.53,NA,150.4,NA,11017.32618,11017.32618,231.797310751105,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"593","Italy","01/01/1954",47.8,NA,177.4,5,11190.36041,11190.36041,234.107958368201,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"594","Italy","01/01/1955",48.06,NA,215.9,4,11402.89463,11402.89463,237.263725135248,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"595","Italy","01/01/1956",48.28,NA,231.6,4,11631.12886,11631.12886,240.909876967688,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"596","Italy","01/01/1957",48.48,NA,269.7,6,11895.46309,11895.46309,245.368463077558,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"597","Italy","01/01/1958",49.04,NA,276,8,12164.09732,12164.09732,248.044398858075,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"598","Italy","01/01/1959",49.36,NA,292,9,12447.73154,12447.73154,252.182567666126,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"599","Italy","01/01/1960",49.64,NA,290.6,9,12729.96577,12729.96577,256.445724617244,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"600","Italy","01/01/1961",49.9,13032,313.4,12,13032,13032,261.162324649299,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"601","Italy","01/01/1962",50.24,NA,362.7,17,13258.87,13258.87,263.910628980892,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"602","Italy","01/01/1963",50.64,NA,417.1,16,13541.14,13541.14,267.400078988942,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"603","Italy","01/01/1964",51.12,NA,450,12,13860.31,13860.31,271.132824726135,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"604","Italy","01/01/1965",51.58,NA,375.3,12,14104.78,14104.78,273.454439705312,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"605","Italy","01/01/1966",51.96,NA,389.3,12.1,14363.15,14363.15,276.427059276366,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"606","Italy","01/01/1967",52.33,NA,267.8,11.6,14500.52,14500.52,277.097649531817,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"607","Italy","01/01/1968",52.75,NA,281.8,15.7,14647.79,14647.79,277.683222748815,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"608","Italy","01/01/1969",53.17,NA,294.6,11.9,14811.66,14811.66,278.571750987399,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"609","Italy","01/01/1970",53.66,NA,377.2,5.2,15064.83,15064.83,280.745993291092,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"610","Italy","01/01/1971",54.01,15301,360.6,5.6,15301,15301,283.299389002037,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"611","Italy","01/01/1972",54.41,NA,259,4.5,15582.8545,15582.8545,286.39688476383,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"612","Italy","01/01/1973",54.91,NA,196.6,4.7,15802.109,15802.109,287.781988708796,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"613","Italy","01/01/1974",55.41,NA,165.5,3.5,15991.4635,15991.4635,288.602481501534,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"614","Italy","01/01/1975",55.81,NA,219.6,2.5,16235.918,16235.918,290.914137251389,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"615","Italy","01/01/1976",56.17,NA,184.3,2.6,16444.97249,16444.97249,292.771452554745,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"616","Italy","01/01/1977",56.46,NA,149.4,2.1,16619.62699,16619.62699,294.361087318456,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"617","Italy","01/01/1978",56.7,NA,153.8,NA,16798.61965,16798.61965,296.271951499118,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"618","Italy","01/01/1979",56.91,NA,136.731,NA,16960.78322,16960.78322,298.028171147426,0.192,0.116,0.076,0.808,0.3816,0.2035,0.2937
"619","Italy","01/01/1980",56.42,NA,287,NA,17271.10359,17271.10359,306.116688940092,0.1192,0.0302,0.089,0.8808,0.3816,0.2035,0.2937
"620","Italy","01/01/1981",56.5,17542,247.014,NA,17542,17542,310.477876106195,0.1023,0.0245,0.0778,0.8977,0.4011,0.1979,0.2974
"621","Italy","01/01/1982",56.64,NA,265.471,NA,17824.11371,17824.11371,314.691273128531,0.0826,0.0178,0.0648,0.9174,0.4238,0.1913,0.3016
"622","Italy","01/01/1983",56.04,NA,222,NA,18063.36747,18063.36747,322.329897751606,0.0593,0.01,0.0494,0.9407,0.4506,0.1834,0.3066
"623","Italy","01/01/1984",56.9,NA,180.7,NA,18261.90174,18261.90174,320.947306502636,0.1216,0.0182,0.0988,0.8784,0.4418,0.1476,0.289
"624","Italy","01/01/1985",57.13,NA,200.8,NA,18480.25349,18480.25349,323.477218449151,0.0829,0.0161,0.0651,0.9171,0.4245,0.1861,0.2788
"625","Italy","01/01/1986",57.22,NA,154.4,NA,18652.85744,18652.85744,325.984925550507,0.0865,0.0105,0.076,0.9135,0.4394,0.164,0.31
"626","Italy","01/01/1987",57.33,NA,191.4,NA,18861.94131,18861.94131,329.006476713762,0.0694,0.015,0.0545,0.9306,0.4345,0.152,0.3441
"627","Italy","01/01/1988",57.44,NA,208,NA,19087.39185,19087.39185,332.30139014624,0.0429,0.0072,0.0358,0.9571,0.4455,0.1595,0.352
"628","Italy","01/01/1989",57.52,NA,196.132,NA,19301.14121,19301.14121,335.555306154381,0.0368028336666667,0.00610499633333333,0.030764504,0.963197166333333,0.420788217666667,0.146788217666667,0.395554064
"629","Italy","01/01/1990",57.66,NA,194.929,NA,19513.70448,19513.70448,338.427063475546,0.0307056673333333,0.00500999266666667,0.025729008,0.969294332666667,0.396076435333333,0.134076435333333,0.439108128
"630","Italy","01/01/1991",56.76,19736,204.8,NA,19736,19736,347.709654686399,0.024608501,0.003914989,0.020693512,0.975391499,0.371364653,0.121364653,0.482662192
"631","Italy","01/01/1992",56.8,NA,211.5,NA,19968.4746,19968.4746,351.557651408451,0.026200873,0.004912664,0.02128821,0.973799127,0.375545852,0.112445415,0.48580786
"632","Italy","01/01/1993",56.83,NA,167.69,NA,20157.75501,20157.75501,354.702710012317,0.030864198,0.004912664,0.02128821,0.969135802,0.375545852,0.112445415,0.48580786
"633","Italy","01/01/1994",56.84,NA,171.272,NA,20350.56706,20350.56706,358.032495777621,0.029761905,0.004912664,0.02128821,0.970238095,0.375545852,0.112445415,0.48580786
"634","Italy","01/01/1995",56.84,NA,187,NA,20558.88604,20558.88604,361.697502463054,0.025157233,0.004912664,0.02128821,0.974842767,0.375545852,0.112445415,0.48580786
"635","Italy","01/01/1996",56.86,NA,150.276,NA,20730.99723,20730.99723,364.59720770313,0.033491164,0.004912664,0.02128821,0.966508836,0.375545852,0.112445415,0.48580786
"636","Italy","01/01/1997",56.89,NA,156,NA,20908.75195,20908.75195,367.529477060995,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"637","Italy","01/01/1998",56.91,NA,132.895,NA,21063.72644,21063.72644,370.12346582323,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"638","Italy","01/01/1999",56.92,NA,151.652,NA,21237.19428,21237.19428,373.106013352073,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"639","Italy","01/01/2000",56.94,NA,184.423,NA,21442.97248,21442.97248,376.588909027046,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"640","Italy","01/01/2001",56.97,21653.288,189.025,NA,21653.288,21653.288,380.082288923995,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"641","Italy","01/01/2002",57.06,NA,209.228,NA,21904.39953,21904.39953,383.883623028391,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"642","Italy","01/01/2003",57.31,NA,229.526,NA,22175.52375,22175.52375,386.939866515442,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"643","Italy","01/01/2004",57.69,NA,268.385,NA,22484.96076,22484.96076,389.754910036401,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"644","Italy","01/01/2005",57.97,NA,278.602,NA,22804.47116,22804.47116,393.384011730205,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"645","Italy","01/01/2006",58.14,NA,261.455,NA,23107.07558,23107.07558,397.438520467836,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"646","Italy","01/01/2007",58.44,NA,250.272,NA,23398.65419,23398.65419,400.387648699521,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"647","Italy","01/01/2008",58.83,NA,191.783,NA,23632.56593,23632.56593,401.709432772395,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"648","Italy","01/01/2009",59.1,NA,141.586,NA,23816.98626,23816.98626,402.994691370558,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"649","Italy","01/01/2010",59.28,NA,119.409,NA,23979.5413,23979.5413,404.513179824561,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"650","Italy","01/01/2011",59.38,24135.177,112.391,NA,24135.177,24135.177,406.45296396093,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"651","Italy","01/01/2012",59.54,NA,82.058,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"652","Italy","01/01/2013",60.23,NA,53.408,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"653","Italy","01/01/2014",60.79,NA,46.796,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"654","Italy","01/01/2015",60.73,NA,42.92,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"655","Italy","01/01/2016",60.63,NA,44.583,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"656","Italy","01/01/2017",60.54,NA,51.859,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"657","Italy","01/01/2018",60.42,NA,54.664,NA,NA,NA,NA,0.041825095,0.004912664,0.02128821,0.958174905,0.375545852,0.112445415,0.48580786
"658","Netherlands","01/01/1948",9.8,NA,37,NA,2161.788412,2161.788412,220.590654285714,0.843,0.519,0.324,0.157,0.1658,0.2623,0.4819
"659","Netherlands","01/01/1949",9.956,NA,44,NA,2199.556652,2199.556652,220.927747288068,0.758,0.428,0.33,0.242,0.1658,0.2623,0.4819
"660","Netherlands","01/01/1950",10.11,NA,52,NA,2244.191845,2244.191845,221.977432739862,0.651,0.391,0.26,0.34,0.1658,0.2623,0.4819
"661","Netherlands","01/01/1951",10.26,NA,63.1,NA,2298.354936,2298.354936,224.011202339181,0.702,0.428,0.274,0.298,0.1658,0.2623,0.4819
"662","Netherlands","01/01/1952",10.38,NA,56.7,NA,2347.024464,2347.024464,226.110256647399,0.626,0.357,0.269,0.374,0.1658,0.2623,0.4819
"663","Netherlands","01/01/1953",10.49,NA,61.6,NA,2399.9,2399.9,228.779790276454,0.671,0.362,0.309,0.329,0.1658,0.2623,0.4819
"664","Netherlands","01/01/1954",10.62,2459.9,69.9,9.9,2459.9,2459.9,231.629001883239,0.619,0.311,0.308,0.381,0.1658,0.2623,0.4819
"665","Netherlands","01/01/1955",10.75,2512.2,61.1,9.6,2512.2,2512.2,233.693023255814,0.531,0.286,0.245,0.469,0.1658,0.2623,0.4819
"666","Netherlands","01/01/1956",10.89,2582.7,68.5,9.6,2582.7,2582.7,237.162534435262,0.509,0.232,0.277,0.491,0.1658,0.2623,0.4819
"667","Netherlands","01/01/1957",11.02,2663.8,88.5,9.1,2663.8,2663.8,241.724137931035,0.528,0.273,0.255,0.472,0.1658,0.2623,0.4819
"668","Netherlands","01/01/1958",11.19,2744.3,90.8,9.5,2744.3,2744.3,245.245755138517,0.582,0.31,0.272,0.418,0.1658,0.2623,0.4819
"669","Netherlands","01/01/1959",11.35,2818.3,84.3,10.3,2818.3,2818.3,248.308370044053,0.569,0.295,0.274,0.431,0.1658,0.2623,0.4819
"670","Netherlands","01/01/1960",11.48,2870.5,84.6,11.1,2870.5,2870.5,250.043554006969,0.498,0.236,0.262,0.502,0.1658,0.2623,0.4819
"671","Netherlands","01/01/1961",11.64,2941.1,83.4,12.8,2941.1,2941.1,252.671821305842,0.421,0.219,0.202,0.579,0.1658,0.2623,0.4819
"672","Netherlands","01/01/1962",11.8,3007.9,78.9,13.2,3007.9,3007.9,254.906779661017,0.389,0.183,0.206,0.611,0.1658,0.2623,0.4819
"673","Netherlands","01/01/1963",11.97,3072.1,80.1,13.4,3072.1,3072.1,256.649958228906,0.44,0.198,0.242,0.56,0.1658,0.2623,0.4819
"674","Netherlands","01/01/1964",12.13,3159.9,101.7,13.9,3159.9,3159.9,260.502885408079,0.453,0.21,0.243,0.546,0.1658,0.2623,0.4819
"675","Netherlands","01/01/1965",12.29,NA,115.6,14.5,3261,3261,265.337672904801,0.483,0.223,0.26,0.517,0.1658,0.2623,0.4819
"676","Netherlands","01/01/1966",12.46,NA,122.1,17.1,3366,3366,270.144462279294,0.519,0.249,0.27,0.48,0.1658,0.2623,0.4819
"677","Netherlands","01/01/1967",12.6,3477.1,128,16.9,3477.1,3477.1,275.960317460317,0.568,0.261,0.307,0.432,0.1658,0.2623,0.4819
"678","Netherlands","01/01/1968",12.72,3582,123.4,18.3,3582,3582,281.603773584906,0.567,0.238,0.329,0.432,0.1658,0.2623,0.4819
"679","Netherlands","01/01/1969",12.87,3687.2,123.8,18.5,3687.2,3687.2,286.495726495727,0.507,0.19,0.317,0.493,0.1658,0.2623,0.4819
"680","Netherlands","01/01/1970",13.03,3786.5,118,16.6,3786.5,3786.5,290.598618572525,0.479,0.163,0.316,0.521,0.1658,0.2623,0.4819
"681","Netherlands","01/01/1971",13.19,3905.5,137.5,18.6,3905.5,3905.5,296.095526914329,0.485,0.089,0.396,0.515,0.1658,0.2623,0.4819
"682","Netherlands","01/01/1972",13.33,NA,153,17,4041.55,4041.55,303.192048012003,0.475,0.065,0.41,0.525,0.1658,0.2623,0.4819
"683","Netherlands","01/01/1973",13.44,4182.9,156.3,15,4182.9,4182.9,311.227678571429,0.467,0.058,0.409,0.533,0.1658,0.2623,0.4819
"684","Netherlands","01/01/1974",13.54,4313.1,147.2,17,4313.1,4313.1,318.545051698671,0.416,0.042,0.374,0.584,0.1658,0.2623,0.4819
"685","Netherlands","01/01/1975",13.65,4420,120,15,4420,4420,323.809523809524,0.382,0.045,0.337,0.62,0.1658,0.2623,0.4819
"686","Netherlands","01/01/1976",13.77,4480,108.2,15,4480,4480,325.344952795933,0.37,0.031,0.339,0.63,0.1658,0.2623,0.4819
"687","Netherlands","01/01/1977",13.85,4578,112.6,15,4578,4578,330.541516245487,0.347,0.026,0.321,0.653,0.1658,0.2623,0.4819
"688","Netherlands","01/01/1978",13.94,4672,107.4,13,4672,4672,335.150645624103,0.304,0.027,0.277,0.696,0.1658,0.2623,0.4819
"689","Netherlands","01/01/1979",14.03,4748,88.8,14,4748,4748,338.417676407698,0.274,0.02305,0.320483333333333,0.726,0.1658,0.2623,0.4819
"690","Netherlands","01/01/1980",14.14,4848.7,113.8,NA,4848.7,4848.7,342.906647807638,0.342,0.0191,0.363966666666667,0.658,0.1658,0.2623,0.4819
"691","Netherlands","01/01/1981",14.25,NA,117.5,13.5,4955.45,4955.45,347.750877192982,0.467,0.01515,0.40745,0.533,0.1658,0.2623,0.4819
"692","Netherlands","01/01/1982",14.31,5071.9,126.3,12.6,5071.9,5071.9,354.430468204053,0.532,0.0112,0.450933333333333,0.468,0.1658,0.2623,0.4819
"693","Netherlands","01/01/1983",14.36,5178.2,114.4,11.3,5178.2,5178.2,360.598885793872,0.473,0.00725,0.494416666666667,0.527,0.1658,0.2623,0.4819
"694","Netherlands","01/01/1984",14.42,5239.3,115.7,11.6,5239.3,5239.3,363.335644937587,0.5719,0.0033,0.5379,0.4281,0.1658,0.2623,0.4819
"695","Netherlands","01/01/1985",14.48,5384.1,101.1,10.1,5384.1,5384.1,371.830110497238,0.4047,0.0479,0.3568,0.5953,0.1346,0.4608,0.4608
"696","Netherlands","01/01/1986",14.56,5483,108.9,12,5483,5483,376.57967032967,0.3878,0.03,0.3578,0.6122,0.147,0.4652,0.4652
"697","Netherlands","01/01/1987",14.66,5589.2,115.7,12,5589.2,5589.2,381.255115961801,0.3518,0.0424,0.3094,0.6482,0.1409,0.5073,0.4589
"698","Netherlands","01/01/1988",14.8,5699.4,123.5,12.7,5699.4,5699.4,385.094594594595,0.3674,0.0338,0.3336,0.6326,0.1436,0.489,0.4924
"699","Netherlands","01/01/1989",14.76,NA,115.6,NA,5802.6,5802.6,393.130081300813,0.346944353,0.0317870635,0.3151572895,0.653055647,0.1513687885,0.489,0.5028735115
"700","Netherlands","01/01/1990",14.85,5892.2,101.4,11.5,5892.2,5892.2,396.781144781145,0.326488706,0.029774127,0.296714579,0.673511294,0.159137577,0.489,0.513347023
"701","Netherlands","01/01/1991",15.07,5965.9,86.9,12.8,5965.9,5965.9,395.879230258792,0.293124246,0.032569361,0.260554885,0.706875754,0.178528347,0.489,0.528347407
"702","Netherlands","01/01/1992",15.18,6043,86.164,11.659,6043,6043,398.089591567852,0.317865429,0.026682135,0.291183295,0.682134571,0.16937355,0.489,0.512761021
"703","Netherlands","01/01/1993",15.29,6116,87.7,12.984,6116,6116,400,0.291866029,0.029904306,0.261961722,0.708133971,0.187799043,0.489,0.5215311
"704","Netherlands","01/01/1994",15.38,6195.1,87.369,15.6,6195.1,6195.1,402.802340702211,0.296678121,0.029904306,0.261961722,0.703321879,0.187799043,0.489,0.5215311
"705","Netherlands","01/01/1995",15.46,6283,99,14,6283,6283,406.40362225097,0.29787234,0.029904306,0.261961722,0.70212766,0.187799043,0.489,0.5215311
"706","Netherlands","01/01/1996",15.53,6358,95,11.513,6358,6358,409.401159047006,0.348314607,0.029904306,0.261961722,0.651685393,0.187799043,0.489,0.5215311
"707","Netherlands","01/01/1997",15.61,6440.5,96.6,12.5,6440.5,6440.5,412.588084561179,0.272727273,0.029904306,0.261961722,0.727272727,0.187799043,0.489,0.5215311
"708","Netherlands","01/01/1998",15.71,6522.4,95.48,13.1,6522.4,6522.4,415.175047740293,0.225414365,0.029904306,0.261961722,0.774585635,0.187799043,0.489,0.5215311
"709","Netherlands","01/01/1999",15.81,6590,78.625,14.354,6590,6590,416.824794433903,0.207843611,0.029904306,0.261961722,0.792156389,0.187799043,0.489,0.5215311
"710","Netherlands","01/01/2000",15.93,6651,70.65,13.529,6651,6651,417.514124293785,0.190272857,0.029904306,0.261961722,0.809727143,0.187799043,0.489,0.5215311
"711","Netherlands","01/01/2001",16.05,6710,72.958,15.555,6710,6710,418.068535825545,0.172702103,0.029904306,0.261961722,0.827297897,0.187799043,0.489,0.5215311
"712","Netherlands","01/01/2002",16.15,6764,66.704,16.41,6764,6764,418.823529411765,0.203885824,0.029904306,0.261961722,0.796114176,0.187799043,0.489,0.5215311
"713","Netherlands","01/01/2003",16.23,6810,59.629,17.763,6810,6810,419.593345656192,0.231431015,0.029904306,0.261961722,0.768568985,0.187799043,0.489,0.5215311
"714","Netherlands","01/01/2004",16.28,6859,65.314,19.313,6859,6859,421.314496314496,0.287840279,0.029904306,0.261961722,0.712159721,0.187799043,0.489,0.5215311
"715","Netherlands","01/01/2005",16.32,6912,67.016,19.057,6912,6912,423.529411764706,0.325295452,0.029904306,0.261961722,0.674704548,0.187799043,0.489,0.5215311
"716","Netherlands","01/01/2006",16.35,6967,72.382,21.656,6967,6967,426.11620795107,0.341245061,0.029904306,0.261961722,0.658754939,0.187799043,0.489,0.5215311
"717","Netherlands","01/01/2007",16.38,7029,80.193,23.84,7029,7029,429.120879120879,0.314241891,0.029904306,0.261961722,0.685758109,0.187799043,0.489,0.5215311
"718","Netherlands","01/01/2008",16.45,7105,78.882,22.373,7105,7105,431.914893617021,0.354960574,0.029904306,0.261961722,0.645039426,0.187799043,0.489,0.5215311
"719","Netherlands","01/01/2009",16.53,7172,82.932,19.004,7172,7172,433.877797943134,0.366565379,0.029904306,0.261961722,0.633434621,0.187799043,0.489,0.5215311
"720","Netherlands","01/01/2010",16.62,7218,55.999,15.11,7218,7218,434.296028880866,0.510723406,0.029904306,0.261961722,0.489276594,0.187799043,0.489,0.5215311
"721","Netherlands","01/01/2011",16.69,7266,57.703,14.467,7266,7266,435.350509286998,0.495641474,0.029904306,0.261961722,0.504358526,0.187799043,0.489,0.5215311
"722","Netherlands","01/01/2012",16.75,7449.298,48.668,13.653,7449.298,7301.015,444.734208955224,0.540396154,0.029904306,0.261961722,0.459603846,0.187799043,0.489,0.5215311
"723","Netherlands","01/01/2013",16.8,7535.315,49.311,12.903,7535.315,7337.423,448.530654761905,0.605118533,0.029904306,0.261961722,0.394881467,0.187799043,0.489,0.5215311
"724","Netherlands","01/01/2014",16.87,7587.964,45.17,10.989,7587.964,7371.604,449.790397154712,0.380429489,0.029904306,0.261961722,0.619570511,0.187799043,0.489,0.5215311
"725","Netherlands","01/01/2015",16.94,7641.323,48.381,11.519,7641.323,7408.466,451.081641086187,0.308860916,0.029904306,0.261961722,0.691139084,0.187799043,0.489,0.5215311
"726","Netherlands","01/01/2016",17.03,7686.178,54.849,10.138,7686.178,7453.177,451.33165002936,0.277799048,0.029904306,0.261961722,0.722200952,0.187799043,0.489,0.5215311
"727","Netherlands","01/01/2017",17.13,7740.984,62.982,12.862,7740.984,7503.297,451.896322241681,0.228430345,0.029904306,0.261961722,0.771569655,0.187799043,0.489,0.5215311
"728","Netherlands","01/01/2018",17.23,7814.912,66.585,8.759,7814.912,7561.123,453.564248403947,0.209566719,0.029904306,0.261961722,0.790433281,0.187799043,0.489,0.5215311
"729","Netherlands","01/01/2019",17.34,7891.786,71.548,10.684,7891.786,7621.987,455.12029988466,0.199614245,0.029904306,0.261961722,0.800385755,0.187799043,0.489,0.5215311
"730","Netherlands","01/01/2020",17.44,7966.331,69.985,10.245,7966.331,7681.727,456.78503440367,0.226591412,0.029904306,0.261961722,0.773408588,0.187799043,0.489,0.5215311
"731","Norway","01/01/1948",3.2,NA,16.6,NA,890,890,278.125,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"732","Norway","01/01/1949",3.233,NA,18.3,NA,890,890,275.286111970306,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"733","Norway","01/01/1950",3.265,890,20.7,NA,890,890,272.588055130168,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"734","Norway","01/01/1951",3.296,NA,20.9,NA,911.3866667,911.3866667,276.512944993932,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"735","Norway","01/01/1952",3.327,NA,32.7,NA,932.7733333,932.7733333,280.364692906522,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"736","Norway","01/01/1953",3.359,NA,35.1,NA,954.16,954.16,284.060732360822,0.247,0.022,0.225,0.753,0.728,0.115,0.025
"737","Norway","01/01/1954",3.392,NA,35.4,NA,975.5466667,975.5466667,287.602201267689,0.28,0.027,0.253,0.72,0.698,0.115,0.022
"738","Norway","01/01/1955",3.429,NA,32.1,NA,996.9333333,996.9333333,290.735880227472,0.286,0.031,0.255,0.714,0.695,0.115,0.019
"739","Norway","01/01/1956",3.462,NA,27.3,NA,1018.32,1018.32,294.142114384749,0.306,0.039,0.267,0.694,0.678,0.115,0.016
"740","Norway","01/01/1957",3.494,NA,26.5,NA,1039.706667,1039.706667,297.56916628506,0.315,0.039,0.276,0.685,0.667,0.115,0.018
"741","Norway","01/01/1958",3.523,NA,28.46511628,NA,1061.093333,1061.093333,301.19027334658,0.295,0.025,0.27,0.695,0.667,0.115,0.018
"742","Norway","01/01/1959",3.553,NA,27.95454545,NA,1082.48,1082.48,304.666479031804,0.31,0.023,0.287,0.679,0.667,0.115,0.018
"743","Norway","01/01/1960",3.581,NA,28.15909091,NA,1103.866667,1103.866667,308.256539234851,0.3,0.027,0.273,0.691,0.667,0.115,0.018
"744","Norway","01/01/1961",3.61,NA,29.97727273,NA,1125.253333,1125.253333,311.704524376731,0.293,0.025,0.268,0.696,0.667,0.115,0.018
"745","Norway","01/01/1962",3.639,NA,29.72727273,NA,1146.64,1146.64,315.097554273152,0.296,0.026,0.27,0.695,0.667,0.115,0.018
"746","Norway","01/01/1963",3.667,NA,28.8,NA,1168.026667,1168.026667,318.523770657213,0.331,0.038,0.293,0.649,0.667,0.115,0.018
"747","Norway","01/01/1964",3.694,NA,31.13953488,NA,1189.413333,1189.413333,321.985201136979,0.31,0.031,0.279,0.675,0.667,0.115,0.018
"748","Norway","01/01/1965",3.723,NA,29.86363636,NA,1210.8,1210.8,325.22159548751,0.282,0.037,0.245,0.708,0.667,0.115,0.018
"749","Norway","01/01/1966",3.753,NA,28.803,NA,1232.186667,1232.186667,328.320454836131,0.316,0.031,0.285,0.666,0.667,0.115,0.018
"750","Norway","01/01/1967",3.784,NA,31.055,NA,1253.573333,1253.573333,331.282593287526,0.329,0.043,0.286,0.6535,0.667,0.115,0.018
"751","Norway","01/01/1968",3.819,NA,33.5,NA,1274.96,1274.96,333.846556690233,0.342,0.055,0.287,0.641,0.591,0.115,0.05
"752","Norway","01/01/1969",3.851,NA,33,NA,1296.346667,1296.346667,336.625984679304,0.312,0.054,0.258,0.666,0.583,0.115,0.083
