"","Country","Date","X50","Y5","Y7","Y2","X5 (Estimate)","X5 (Alternative)","PerCapHouse","1","2","3","4","5","6","7"
"753","Norway","01/01/1970",3.88,NA,36.5,NA,1317.733333,1317.733333,339.621993041237,0.236,0.039,0.197,0.735,0.633,0.115,0.102
"754","Norway","01/01/1971",3.9,NA,38.4,NA,1339.12,1339.12,343.364102564103,0.269,0.051,0.218,0.7165,0.5965,0.115,0.0625
"755","Norway","01/01/1972",3.93,NA,40.9,NA,1360.506667,1360.506667,346.184902544529,0.302,0.063,0.239,0.698,0.56,0.115,0.023
"756","Norway","01/01/1973",3.96,NA,42,NA,1381.893333,1381.893333,348.962962878788,0.305,0.065,0.24,0.695,0.533,0.131,0.031
"757","Norway","01/01/1974",3.99,NA,39.1,NA,1403.28,1403.28,351.699248120301,0.24,0.054,0.186,0.76,0.602,0.126,0.032
"758","Norway","01/01/1975",4.01,NA,41,NA,1424.666667,1424.666667,355.278470573566,0.243,0.052,0.191,0.757,0.608,0.108,0.041
"759","Norway","01/01/1976",4.03,NA,41.3,NA,1446.053333,1446.053333,358.822166997519,0.225,0.043,0.182,0.775,0.599,0.124,0.052
"760","Norway","01/01/1977",4.04,NA,37.6,NA,1467.44,1467.44,363.227722772277,0.209,0.04,0.169,0.791,0.661,0.104,0.026
"761","Norway","01/01/1978",4.06,NA,38.3,NA,1488.826667,1488.826667,366.706075615764,0.2,0.035,0.165,0.8,0.694,0.081,0.025
"762","Norway","01/01/1979",4.07,NA,36.2,NA,1510.213333,1510.213333,371.059786977887,0.22,0.047,0.173,0.78,0.666,0.095,0.019
"763","Norway","01/01/1980",4.09,1531.6,37.3,NA,1531.6,1531.6,374.474327628362,0.0271,0.047,0.173,0.9729,0.6969,0.1608,1.1525
"764","Norway","01/01/1981",4.1,NA,33.9,NA,1564.08,1564.08,381.482926829268,0.0324,0.047,0.173,0.9676,0.7522,0.1534,0.1327
"765","Norway","01/01/1982",4.11,NA,37.6,NA,1596.56,1596.56,388.457420924574,0.0243,0.047,0.173,0.9757,0.4201,0.1076,0.1007
"766","Norway","01/01/1983",4.13,NA,32.7,NA,1629.04,1629.04,394.440677966102,0.051,0.047,0.173,0.949,0.5942,0.1269,0.2279
"767","Norway","01/01/1984",4.14,NA,30.5,NA,1661.52,1661.52,401.333333333333,0.0452,0.047,0.173,0.9548,0.6489,0.1666,0.1397
"768","Norway","01/01/1985",4.15,1694,26,NA,1694,1694,408.192771084337,0.0423,0.047,0.173,0.9577,0.7123,0.0915,0.1546
"769","Norway","01/01/1986",4.17,1720,25.7,NA,1720,1720,412.470023980815,0.0328,0.047,0.173,0.9672,0.7278,0.0936,0.1478
"770","Norway","01/01/1987",4.19,1748,28.2,NA,1748,1748,417.183770883055,0.04875,0.047,0.173,1,0.7353,0.0993,1643.9706
"771","Norway","01/01/1988",4.21,1778,30.1,NA,1778,1778,422.327790973872,0.0647,0.047,0.173,0.9353,6.246,0.11,0.1974
"772","Norway","01/01/1989",4.23,NA,28,NA,1805.5,1805.5,426.832151300236,0.069387037,0.047,0.173,0.930612963,3.3822592595,0.1105555555,0.246848148
"773","Norway","01/01/1990",4.24,1833,11,NA,1833,1833,432.311320754717,0.074074074,0.047,0.173,0.925925926,0.518518519,0.111111111,0.296296296
"774","Norway","01/01/1991",4.262,NA,21.7,NA,1811.85,1811.85,425.117315814172,0.084789846,0.047,0.173,0.915210154,0.57667499,0.083645443,0.254889721
"775","Norway","01/01/1992",4.286,1790.7,17.8,NA,1790.7,1790.7,417.802146523565,0.095505618,0.047,0.173,0.904494382,0.634831461,0.056179775,0.213483146
"776","Norway","01/01/1993",4.312,NA,15.9,NA,1807.35,1807.35,419.144248608534,0.081761006,0.047,0.173,0.918238994,0.641509434,0.031446541,0.245283019
"777","Norway","01/01/1994",4.337,1824,17.385,NA,1824,1824,420.567212358773,0.033707865,0.047,0.173,0.966292135,0.641509434,0.031446541,0.245283019
"778","Norway","01/01/1995",4.359,1843.6,19.2,NA,1843.6,1843.6,422.941041523285,0.0625,0.047,0.173,0.9375,0.641509434,0.031446541,0.245283019
"779","Norway","01/01/1996",4.381,NA,17.39,NA,1861.9,1861.9,424.994293540288,0.072625698,0.047,0.173,0.927374302,0.641509434,0.031446541,0.245283019
"780","Norway","01/01/1997",4.405,1880.2,18.7,NA,1880.2,1880.2,426.83314415437,0.058823529,0.047,0.173,0.941176471,0.641509434,0.031446541,0.245283019
"781","Norway","01/01/1998",4.431,1900.8,20.7,NA,1900.8,1900.8,428.977657413676,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"782","Norway","01/01/1999",4.462,NA,19.172,NA,1921.049333,1921.049333,430.535484760197,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"783","Norway","01/01/2000",4.491,NA,19.145,NA,1941.298667,1941.298667,432.264232242262,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"784","Norway","01/01/2001",4.514,1961.548,22.881,NA,1961.548,1961.548,434.54762959681,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"785","Norway","01/01/2002",4.538,NA,21.099,NA,1962.0758,1962.0758,432.365755839577,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"786","Norway","01/01/2003",4.565,NA,20.648,NA,1962.6036,1962.6036,429.924118291347,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"787","Norway","01/01/2004",4.592,NA,23.126,NA,1963.1314,1963.1314,427.511193379791,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"788","Norway","01/01/2005",4.623,NA,28.398,NA,1963.6592,1963.6592,424.758641574735,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"789","Norway","01/01/2006",4.661,1964.187,28.103,NA,1964.187,1964.187,421.408925123364,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"790","Norway","01/01/2007",4.709,1987.588,29.677,NA,1987.588,1987.588,422.082820131663,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"791","Norway","01/01/2008",4.768,2014.047,28.083,NA,2014.047,2014.047,422.409186241611,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"792","Norway","01/01/2009",4.829,2036.435,21.238,NA,2036.435,2036.435,421.709463657072,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"793","Norway","01/01/2010",4.889,2056.104,17.446,NA,2056.104,2056.104,420.557169155246,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"794","Norway","01/01/2011",4.953,2071.706,19.067,NA,2071.706,2071.706,418.272965879265,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"795","Norway","01/01/2012",5.019,2092.961,25.759,NA,2092.961,2092.961,417.007571229329,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"796","Norway","01/01/2013",5.08,2118.12,27.305,NA,2118.12,2118.12,416.952755905512,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"797","Norway","01/01/2014",5.137,2141.626,27.47,NA,2141.626,2141.626,416.902082927779,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"798","Norway","01/01/2015",5.189,2167.482,27.16,NA,2167.482,2167.482,417.70707265369,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"799","Norway","01/01/2016",5.235,2192.427,27.814,NA,2192.427,2192.427,418.801719197708,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"800","Norway","01/01/2017",5.277,2218.18,30.628,NA,2218.18,2218.18,420.348682963805,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"801","Norway","01/01/2018",5.312,2245.012,32.556,NA,2245.012,2245.012,422.630271084337,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"802","Norway","01/01/2019",5.348,2273.245,NA,NA,2273.245,2273.245,425.064510097233,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"803","Norway","01/01/2020",5.379,2298.392,NA,NA,2298.392,2298.392,427.289830823573,0.043478261,0.047,0.173,0.956521739,0.641509434,0.031446541,0.245283019
"804","Norway","01/01/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Portugal","01/01/1948",8.262,NA,4,NA,3059.3,3059.3,370.285645122246,NA,NA,NA,NA,NA,NA,NA
"806","Portugal","01/01/1949",8.333,NA,14,NA,3059.3,3059.3,367.130685227409,NA,NA,NA,NA,NA,NA,NA
"807","Portugal","01/01/1950",8.405,NA,13,NA,3059.3,3059.3,363.985722784057,NA,NA,NA,NA,NA,NA,NA
"808","Portugal","01/01/1951",8.477,NA,13,NA,3059.3,3059.3,360.894184263301,NA,NA,NA,NA,NA,NA,NA
"809","Portugal","01/01/1952",8.549,NA,1.4,NA,3059.3,3059.3,357.854719850275,NA,NA,NA,NA,NA,NA,NA
"810","Portugal","01/01/1953",8.621,NA,17,NA,3059.3,3059.3,354.866024823106,NA,NA,NA,NA,NA,NA,NA
"811","Portugal","01/01/1954",8.693,NA,17,NA,3059.3,3059.3,351.926837685494,NA,NA,NA,NA,NA,NA,NA
"812","Portugal","01/01/1955",8.765,NA,18,NA,3059.3,3059.3,349.035938391329,NA,NA,NA,NA,NA,NA,NA
"813","Portugal","01/01/1956",8.837,NA,21,NA,3059.3,3059.3,346.192146656105,NA,NA,NA,NA,NA,NA,NA
"814","Portugal","01/01/1957",8.909,NA,23,NA,3059.3,3059.3,343.394320350208,NA,NA,NA,NA,NA,NA,NA
"815","Portugal","01/01/1958",8.725,NA,26,NA,3059.3,3059.3,350.636103151862,NA,NA,NA,NA,NA,NA,NA
"816","Portugal","01/01/1959",8.776,NA,26,NA,3059.3,3059.3,348.598450319052,NA,NA,NA,NA,NA,NA,NA
"817","Portugal","01/01/1960",8.826,NA,27,NA,3059.3,3059.3,346.623612055291,NA,NA,NA,NA,NA,NA,NA
"818","Portugal","01/01/1961",8.894,NA,30,NA,3059.3,3059.3,343.973465257477,NA,NA,NA,NA,NA,NA,NA
"819","Portugal","01/01/1962",8.971,NA,30,NA,3059.3,3059.3,341.021067885409,NA,NA,NA,NA,NA,NA,NA
"820","Portugal","01/01/1963",9.037,NA,30,NA,3059.3,3059.3,338.530485780679,NA,NA,NA,NA,NA,NA,NA
"821","Portugal","01/01/1964",9.106,NA,35,NA,3059.3,3059.3,335.965297605974,NA,NA,NA,NA,NA,NA,NA
"822","Portugal","01/01/1965",9.234,NA,34,NA,3059.3,3059.3,331.308208793589,NA,NA,NA,NA,NA,NA,NA
"823","Portugal","01/01/1966",9.335,NA,36,NA,3059.3,3059.3,327.723620782003,NA,NA,NA,NA,NA,NA,NA
"824","Portugal","01/01/1967",9.44,NA,41,NA,3059.3,3059.3,324.078389830509,NA,NA,NA,NA,NA,NA,NA
"825","Portugal","01/01/1968",9.46,NA,NA,NA,3059.3,3059.3,323.393234672304,NA,NA,NA,NA,NA,NA,NA
"826","Portugal","01/01/1969",9.55,NA,NA,NA,3059.3,3059.3,320.34554973822,NA,NA,NA,NA,NA,NA,NA
"827","Portugal","01/01/1970",8.66,NA,28,NA,3059.3,3059.3,353.267898383372,NA,NA,NA,NA,NA,NA,NA
"828","Portugal","01/01/1971",8.63,NA,36,NA,3059.3,3059.3,354.495944380069,NA,NA,NA,NA,NA,NA,NA
"829","Portugal","01/01/1972",8.59,NA,41,NA,3059.3,3059.3,356.146682188591,NA,NA,NA,NA,NA,NA,NA
"830","Portugal","01/01/1973",8.56,NA,42,NA,3059.3,3059.3,357.394859813084,NA,NA,NA,NA,NA,NA,NA
"831","Portugal","01/01/1974",8.78,NA,43,NA,3059.3,3059.3,348.439635535308,NA,NA,NA,NA,NA,NA,NA
"832","Portugal","01/01/1975",9.45,NA,32,NA,3059.3,3059.3,323.73544973545,NA,NA,NA,NA,NA,NA,NA
"833","Portugal","01/01/1976",9.66,NA,30,NA,3059.3,3059.3,316.697722567288,NA,NA,NA,NA,NA,NA,NA
"834","Portugal","01/01/1977",9.73,NA,35,NA,3059.3,3059.3,314.419321685509,NA,NA,NA,NA,NA,NA,NA
"835","Portugal","01/01/1978",9.8,NA,34,NA,3059.3,3059.3,312.173469387755,NA,NA,NA,NA,NA,NA,NA
"836","Portugal","01/01/1979",9.87,NA,36,NA,3059.3,3059.3,309.959473150963,NA,NA,NA,NA,NA,NA,NA
"837","Portugal","01/01/1980",9.9,NA,38,NA,3059.3,3059.3,309.020202020202,NA,NA,NA,NA,NA,NA,NA
"838","Portugal","01/01/1981",9.97,NA,39,NA,3059.3,3059.3,306.850551654965,NA,NA,NA,NA,NA,NA,NA
"839","Portugal","01/01/1982",10.03,NA,40,NA,3059.3,3059.3,305.014955134596,NA,NA,NA,NA,NA,NA,NA
"840","Portugal","01/01/1983",10.1,NA,38,NA,3059.3,3059.3,302.90099009901,NA,NA,NA,NA,NA,NA,NA
"841","Portugal","01/01/1984",10.09,NA,41,NA,3059.3,3059.3,303.201189296333,NA,NA,NA,NA,NA,NA,NA
"842","Portugal","01/01/1985",10.16,NA,36,NA,3059.3,3059.3,301.112204724409,NA,NA,NA,NA,NA,NA,NA
"843","Portugal","01/01/1986",10.21,NA,37,NA,3059.3,3059.3,299.637610186092,NA,NA,NA,NA,NA,NA,NA
"844","Portugal","01/01/1987",10.25,NA,39,NA,3059.3,3059.3,298.468292682927,NA,NA,NA,NA,NA,NA,NA
"845","Portugal","01/01/1988",10.41,NA,46,NA,3059.3,3059.3,293.88088376561,NA,NA,NA,NA,NA,NA,NA
"846","Portugal","01/01/1989",10.32,NA,58,NA,3059.3,3059.3,296.443798449612,NA,NA,NA,NA,NA,NA,NA
"847","Portugal","01/01/1990",10.53,NA,62,NA,3059.3,3059.3,290.531813865147,NA,NA,NA,NA,NA,NA,NA
"848","Portugal","01/01/1991",9.96,3059.3,63,63,3059.3,3059.3,307.158634538153,NA,NA,NA,NA,NA,NA,NA
"849","Portugal","01/01/1992",9.952,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Portugal","01/01/1993",9.965,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Portugal","01/01/1994",9.992,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Portugal","01/01/1995",10.03,NA,68.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Portugal","01/01/1996",10.06,NA,69.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Portugal","01/01/1997",10.11,NA,74.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","Portugal","01/01/1998",10.16,NA,90.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Portugal","01/01/1999",10.22,NA,108.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Portugal","01/01/2000",10.29,NA,112.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Portugal","01/01/2001",10.36,NA,115.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Portugal","01/01/2002",10.42,NA,125.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Portugal","01/01/2003",10.46,NA,92.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Portugal","01/01/2004",10.48,NA,74.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Portugal","01/01/2005",10.5,NA,76.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Portugal","01/01/2006",10.52,NA,68.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Portugal","01/01/2007",10.54,NA,67.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Portugal","01/01/2008",10.56,NA,59.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Portugal","01/01/2009",10.57,NA,47.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Portugal","01/01/2010",10.57,NA,35.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Portugal","01/01/2011",10.56,NA,26.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Portugal","01/01/2012",10.51,NA,19.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Portugal","01/01/2013",10.46,NA,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Portugal","01/01/2014",10.4,NA,7.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Portugal","01/01/2015",10.36,NA,6.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Portugal","01/01/2016",10.33,NA,7.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Portugal","01/01/2017",10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","Spain","01/01/1948",27.44,NA,62.1,NA,6197.1226,6197.1226,225.842660349854,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"876","Spain","01/01/1949",27.65,NA,55.1,NA,6245.304579,6245.304579,225.869966690778,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"877","Spain","01/01/1950",27.87,6292,53.4,NA,6292,6292,225.762468604234,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"878","Spain","01/01/1951",28.09,NA,56.4,NA,6387.933444,6387.933444,227.409520968316,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"879","Spain","01/01/1952",28.31,NA,63.3,NA,6489.900566,6489.900566,229.244103355705,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"880","Spain","01/01/1953",28.53,NA,67.2,NA,6595.278028,6595.278028,231.169927374693,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"881","Spain","01/01/1954",28.75,NA,87.2,NA,6718.144412,6718.144412,233.674588243478,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"882","Spain","01/01/1955",28.98,NA,112.2,NA,6862.871947,6862.871947,236.814076846101,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"883","Spain","01/01/1956",29.2,NA,121.8,NA,7015.994165,7015.994165,240.273772773973,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"884","Spain","01/01/1957",29.43,NA,98,NA,7148.304567,7148.304567,242.891762385321,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"885","Spain","01/01/1958",29.8,NA,101.5,NA,7283.675529,7283.675529,244.418641912752,0.373,0.127,0.246,0.627,0.5074,0.0148,0.2811
"886","Spain","01/01/1959",30.05,NA,114,NA,7429.977068,7429.977068,247.253812579035,0.227,0.137,0.09,0.773,0.5074,0.0148,0.2811
"887","Spain","01/01/1960",30.3,NA,128.4,NA,7588.87063,7588.87063,250.457776567657,0.243,0.123,0.12,0.757,0.5074,0.0148,0.2811
"888","Spain","01/01/1961",30.56,NA,135.4,17,7753.885315,7753.885315,253.726613710733,0.176,0.034,0.142,0.824,0.5074,0.0148,0.2811
"889","Spain","01/01/1962",30.82,7943,162.5,20,7943,7943,257.722258273848,0.089,0.008,0.081,0.911,0.5074,0.0148,0.2811
"890","Spain","01/01/1963",31.08,9232,206.7,18,9232,9232,297.039897039897,0.142,0.052,0.09,0.858,0.5074,0.0148,0.2811
"891","Spain","01/01/1964",31.34,NA,256.9,21,9485.26,9485.26,302.656668793874,0.055,0.021,0.034,0.946,0.5074,0.0148,0.2811
"892","Spain","01/01/1965",31.6,NA,21,25,9498.62,9498.62,300.589240506329,0.066,0.022,0.044,0.934,0.5074,0.0148,0.2811
"893","Spain","01/01/1966",31.87,NA,270.4,28,9758.38,9758.38,306.193285221211,0.077,0.008,0.069,0.893,0.5074,0.0148,0.2811
"894","Spain","01/01/1967",32.14,NA,204.5,29,9951.24,9951.24,309.621655258245,0.087,0.008,0.079,1.002,0.5074,0.0148,0.2811
"895","Spain","01/01/1968",33.08,10180.7,248.1,36,10180.7,10180.7,307.759975816203,0.08,0.0175,0.08,0.912,0.5074,0.0148,0.2811
"896","Spain","01/01/1969",33.43,10403.6,270.3,48,10403.6,10403.6,311.205504038289,0.08,0.027,0.053,0.92,0.5074,0.0148,0.2811
"897","Spain","01/01/1970",33.78,10659.6,308,52,10659.6,10659.6,315.559502664298,0.068,0.029,0.039,0.932,0.5074,0.0148,0.2811
"898","Spain","01/01/1971",34.13,10936,318.9,42,10936,10936,320.421916202754,0.115,0.03,0.085,0.885,0.5074,0.0148,0.2811
"899","Spain","01/01/1972",34.49,NA,336.3,45,11227.3,11227.3,325.523340098579,0.106,0.106,0.075,0.894,0.5074,0.0148,0.2811
"900","Spain","01/01/1973",34.86,NA,348.5,48,11527.8,11527.8,330.688468158348,0.087,0.087,0.065,0.913,0.5074,0.0148,0.2811
"901","Spain","01/01/1974",35.22,NA,358.5,49,11837.3,11837.3,336.095968199886,0.073,0.073,0.055,0.927,0.5074,0.0148,0.2811
"902","Spain","01/01/1975",35.47,NA,374.4,52,12159.7,12159.7,342.816464617987,0.076,0.076,0.045,0.924,0.5074,0.0148,0.2811
"903","Spain","01/01/1976",35.97,12434.5,319.8,45,12434.5,12434.5,345.690853489019,0.055,0.02,0.035,0.945,0.5074,0.0148,0.2811
"904","Spain","01/01/1977",36.35,12713.5,324.4,45,12713.5,12713.5,349.752407152682,0.064,0.015,0.049,0.956,0.5074,0.0148,0.2811
"905","Spain","01/01/1978",36.78,NA,334,NA,13408.33333,13408.33333,364.555011691136,0.0544666666666667,0.0218,0.0339333333333333,0.958866666666667,0.5074,0.0148,0.2811
"906","Spain","01/01/1979",37.18,NA,258.8,NA,14004,14004,376.654115115654,0.0449333333333333,0.0286,0.0188666666666667,0.961733333333333,0.5074,0.0148,0.2811
"907","Spain","01/01/1980",37.43,14579.8,262.9,116.9,14579.8,14579.8,389.521773978092,0.0354,0.0354,0.0038,0.9646,0.5074,0.0148,0.2811
"908","Spain","01/01/1981",37.65,14841,233,117,14841,14841,394.183266932271,0.0438,0.0438,0.0043,0.9562,0.5725,0.0167,0.3172
"909","Spain","01/01/1982",37.93,14957.6,255,110.7,14957.6,14957.6,394.34748220406,0.0843,0.0843,0.0043,0.9157,0.5677,0.0166,0.3145
"910","Spain","01/01/1983",38.23,15204.7,227.1,60,15204.7,15204.7,397.716453047345,0.07,0.07,0.0044,0.93,0.5874,0.0172,0.3254
"911","Spain","01/01/1984",38.51,15320.9,197.9,69.6,15320.9,15320.9,397.842118930148,0.075,0.0698,0.0052,0.925,0.5842,0.0167,0.3236
"912","Spain","01/01/1985",38.5,NA,191.858,NA,15312.16183,15312.16183,397.718489090909,0.0721,0.0687,0.0051,0.9279,0.5735,0.0164,0.3177
"913","Spain","01/01/1986",38.67,15317,196.901,NA,15317,15317,396.095164209982,0.0693,0.0677,0.005,0.9307,0.5632,0.0161,0.312
"914","Spain","01/01/1987",38.83,15475,202.6,44,15475,15475,398.532062838012,0.0666,0.0666,0.0049,0.9334,0.5533,0.0158,0.3065
"915","Spain","01/01/1988",39.05,NA,241.018,NA,NA,NA,NA,0.0666,0.0666,0.0049,0.9334,0.5533,0.0158,0.3065
"916","Spain","01/01/1989",39.17,NA,237.659,NA,NA,NA,NA,0.05337827,0.05219156125,0.00472985225,0.94662173,0.485781962,0.0168605485,0.40036550625
"917","Spain","01/01/1990",38.97,NA,281.119,NA,NA,NA,NA,0.04015654,0.0377831225,0.0045597045,0.95984346,0.418263924,0.017921097,0.4942310125
"918","Spain","01/01/1991",38.97,NA,227.97,NA,NA,NA,NA,0.02693481,0.02337468375,0.00438955675,0.97306519,0.350745886,0.0189816455,0.58809651875
"919","Spain","01/01/1992",39.16,NA,206.2,NA,NA,NA,NA,0.01371308,0.008966245,0.004219409,0.98628692,0.283227848,0.020042194,0.681962025
"920","Spain","01/01/1993",39.36,NA,170.403,NA,NA,NA,NA,0.022655427,0.011064278,0.011064278,0.977344573,0.285036881,0.045310854,0.646996839
"921","Spain","01/01/1994",39.55,NA,174.793,NA,NA,NA,NA,0.117667720666667,0.011064278,0.011064278,0.882332279333333,0.285036881,0.045310854,0.646996839
"922","Spain","01/01/1995",39.72,NA,155.902,NA,NA,NA,NA,0.212680014333333,0.011064278,0.011064278,0.787319985666667,0.285036881,0.045310854,0.646996839
"923","Spain","01/01/1996",39.89,NA,194.871,NA,NA,NA,NA,0.307692308,0.011064278,0.011064278,0.692307692,0.285036881,0.045310854,0.646996839
"924","Spain","01/01/1997",40.06,NA,224.332,NA,NA,NA,NA,0.162012343,0.011064278,0.011064278,0.837987657,0.285036881,0.045310854,0.646996839
"925","Spain","01/01/1998",40.22,NA,364.1,12.6,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"926","Spain","01/01/1999",40.39,NA,296.25,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"927","Spain","01/01/2000",40.57,NA,362.94,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"928","Spain","01/01/2001",40.85,NA,452.252,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"929","Spain","01/01/2002",41.43,NA,519.328,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"930","Spain","01/01/2003",42.19,NA,508.268,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"931","Spain","01/01/2004",42.92,NA,565.278,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"932","Spain","01/01/2005",43.65,NA,589.362,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"933","Spain","01/01/2006",44.4,NA,655.889,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"934","Spain","01/01/2007",45.23,NA,642.272,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"935","Spain","01/01/2008",45.95,NA,627.621,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"936","Spain","01/01/2009",46.36,NA,414.698,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"937","Spain","01/01/2010",46.58,NA,269.051,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"938","Spain","01/01/2011",46.74,NA,171.528,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"939","Spain","01/01/2012",46.77,NA,126.546,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"940","Spain","01/01/2013",46.62,NA,58.915,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"941","Spain","01/01/2014",46.48,NA,45.371,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
"942","Spain","01/01/2015",46.44,NA,44.315,NA,NA,NA,NA,0.016332378,0.011064278,0.011064278,0.983667622,0.285036881,0.045310854,0.646996839
