"","Date","Total","Public Housing","Private assisted","Private unassisted","Prefabs","Housing associations","Demolitions","Adjustments","Housing Stock Estimate","Private Build Rate","Public Build Rate","Total Build Rate","Estimated Change in Housing Stock","Rate of Stock Growth","Rate of Stock Growth Two Year Rolling Average"
"138",1995-01-01,167,0,0,132.5,0,33.4,2,0.0428485214242739,21529,0.615448929351108,0.155139579172279,0.770588508523387,176,0.817501974081472,0.805046088648957
"139",1996-01-01,159.4,0,0,129.3,0,29.6,1.6,0.0166566083282989,21701,0.595825077185383,0.136399244274457,0.732224321459841,172,0.792590203216442,0.77132368610399
"140",1997-01-01,158.4,0,0,136,0,23.1,1.3,0.323627036813518,21865,0.621998627944203,0.105648296364052,0.727646924308255,164,0.750057168991539,0.749517917223868
"141",1998-01-01,149.3,0,0,127.6,0,21.4,NA,2.47458563535912,22030,0.579210167952792,0.097140263277349,0.676350431230141,165,0.748978665456196,0.726062396822572
"142",1999-01-01,148.2,0,0,129.7,0,18.4,NA,2.45635359116022,22186,0.584602902731452,0.0829351843504913,0.667538087081944,156,0.703146128188948,0.700691316712861
"143",2000-01-01,144.4,0,0,126.2,0,18,NA,2.14789630259244,22342,0.564855429236416,0.0805657506042431,0.645421179840659,156,0.698236505236774,0.660478451888914
"144",2001-01-01,138.3,0,0,122.3,0,15.6,NA,2.30695920101997,22482,0.543990748154079,0.0693888444088604,0.613379592562939,140,0.622720398541055,0.658106963703586
"145",2002-01-01,145.1,0.19,0,130.8,0,14.09,NA,2.62080322991925,22639,0.577764035513936,0.0630769910331729,0.640841026547109,157,0.693493528866116,0.719406679378913
"146",2003-01-01,152.4,0.2,0,138.9,0,13.24,NA,2.94696132596685,22809,0.608970143364461,0.0589241089043798,0.667894252268841,170,0.745319829891709,0.768466969880394
"147",2004-01-01,162.6,0.16,0,145.3,0,17.08,NA,3.42061198470038,22991,0.631986429472402,0.0749858640337523,0.706972293506155,182,0.791614109869079,0.822733614941439
"148",2005-01-01,167.7,0.2,0,149.6,0,17.89,NA,3.83080110497238,23189,0.645133468454871,0.0780111259648971,0.723144594419768,198,0.8538531200138,0.886249752623547
"149",2006-01-01,170.2,0.28,0,148.9,0,21.01,NA,4.10490862728432,23404,0.636216031447616,0.0909673560075202,0.727183387455136,215,0.918646385233293,0.939624491757606
"150",2007-01-01,185.3,0.26,0,162.5,0,22.52,NA,4.62659371015725,23631,0.687656045025602,0.0963987981888198,0.784054843214422,227,0.960602598281918,0.972633487190904
"151",2008-01-01,155.1,0.43,0,127.5,0,27.16,NA,3.19691882702932,23866,0.534232799798877,0.115603787815302,0.649836587614179,235,0.984664376099891,0.895490957792257
"152",2009-01-01,131.1,0.36,0,102.9,0,27.87,NA,2.14507012324692,24060,0.427680798004988,0.117331670822943,0.54501246882793,194,0.806317539484622,0.721156622224346
"153",2010-01-01,112.2,0.79,0,87.8,0,23.64,NA,1.74045898852529,24214,0.362600148674321,0.100892045923846,0.463492194598166,154,0.63599570496407,0.617669445257076
